公司名称（全称）,岗位详情,所在城市,薪资区间,岗位名称,BOSS链接,年限要求,学历要求,备注,组长,收集人姓名,父记录,父记录 2,父记录 3,所在区域
京豫汇能,"岗位职责：
1、协助项目经理统筹产品全生命周期规划，编制售前解决方案，确保方案与客户需求、⾏业政策及公司战略契合。
2、主导⽤户需求调研与深度分析⼯作，精准识别核心需求与潜在需求，输出标准化的需求类文档。
3、持续跟踪市场动态与竞品发展趋势，开展多维度竞品分析，结合⾏业技术前沿与用户痛点，制定产品迭代优化方案，提升产品市场竞争力。
4、负责产品原型设计与交互逻辑优化，完成高保真原型输出，兼顾用户体验与业务流程合理性。
5、负责业务及产品讲解工作，向研发、测试等技术团队清晰传递业务背景与产品需求，协调解决需求理解偏差，保障研发方向与设计目标一致。
6、参与系统技术方案编制、数据模型设计、功能详细设计及接口规范制定等工作，协同技术团队平衡技术可行性与产品功能实现。
岗位要求：
1、本科以上学历，计算机相关专业，5年以上产品设计经验；
2、具备前瞻性思维，能结合行业趋势预判产品发展方向，提出创新性产品方案。
3、能够快速学习新行业、新领域的知识，适应行业与市场的快速变化；
4、有AI产品规划与落地经验优先。
5、有软件开发或系统设计（功能、数模、接口等）优先。
6、有电力行业营销、电采、调度",郑州·中原区,14-15K,高级产品经理-AI方向,https://www.zhipin.com/job_detail/30b8a7ef25ce9a640nZ73ti6E1BX.html?securityId=7mdLoUWi34b6b-y1RYQBA9jRQobMTAHFh8U8hpNq7TkaWQ-bZ6EIZAUkya8TdVf3ibQf-B3IR9hGF9nknRC61VWVbiSWaeTFkN3eo5e8a6I7D-QUZZkWGPRan_glRvT8zV-aNL8UT2--XgJEBMS9QRhHjZVeo2aWnDeW20muvTGvEOTDg_e5uh0zcIAPxivprdz4x7zTwffbY2Pd_n4J7P51uEq_BZYsLehH8rFezHIDAler4F6cWsxd1b8UCK-Ef5HEGR0ilAa1hz1IzON6_Ite88PYPpe8o8bfN-EmEKK6TlA~&lid=1yCchXqTVeg,5-10年,本科,"区域: 中原区
商圈: 高新区
领域: 计算机软件
性质: 未融资
规模: 20-99人
技能标签: B端产品
福利标签: 定期体检 加班补助 生日福利 五险一金 法定节假日三薪 节日福利 意外险 交通补助 员工旅游 年终奖 带薪年假 团建聚餐 绩效奖金 补充医疗保险 零食下午茶 节假日加班费
原始经验: 5-10年
原始学历: 本科",41-谭莎,谭莎,,,,
河南湛行信息科技,"任职要求：
理解技术： 计算机、软件⼯程等相关背景，能快速理解AI应用逻辑。
懂业务： 有To B软件（CRM/HR/SaaS尤佳）售前、实施或产品经验者优先。
善表达： 具备公开演讲能力。
强沟通： 具备出⾊的跨部门协同能力和客户同理心。",郑州·金水区,6-11K,AI解决方案经理,https://www.zhipin.com/job_detail/9e3eec100226ae2c0nR72ty_EFNQ.html?securityId=TvIs2MKs-eQ53-h1AmbipWdS-Bmu1mRHwjtlONI4-sDrFsd0EEJ7-z5mBXO9MgLGSHaeF_VCos64GEyhUMjsTGMk5L57wH4HRYcJMIr39IryTva36qivG3YAJti-U63a30BL5G-YUFbWhmp-j2NWernl4YLA3dyGZyIVJas7dZISi3nA8A4NN4INYb0sjEEJUkzOrNg8MDJQcrMIgmkk1IrFHUkzCuyOe7u-YfzWw86TWjUiN9LHTWIgwMUJLMFY20VihQXimbk2L9FgAr0IqovbBJQp9irykw4iGnBzEfYfo1qI&lid=1yCchXqTVeg,经验不限,大专,"区域: 金水区
商圈: 丰产路
领域: 人工智能
性质: 不需要融资
规模: 20-99人
技能标签: 团队管理经验 演讲能力 总结能力
福利标签: 底薪加提成 绩效奖金 节日福利 团建聚餐 工龄奖 年终奖 零食下午茶 股票期权 员工旅游 保底工资
原始经验: 经验不限
原始学历: 大专",41-谭莎,谭莎,,,,
乐乐课堂,"职责：
1.在自己区域内包括县、镇，负责公司课程产品的销售渠道拓展，执行并落实市场营销推广计划。
2.扶持服务好当地已合作机构，从⽽达到公司产品的口碑传递。
2.完成公司下达的推⼴任务。收集市场信息和⽤户意见，对公司的产品、营销策略、售后服务等提出改进意见。
特别要求：
工作认真负责，讲诚信。只要有一颗挣钱的⼼，来这里不会错。一般做，可能达标都会有困难。认真做，月薪过万是最低标准
薪资详情
薪资范围：8000-13000元/月
综合底薪：5000元/月起
社保类型：五险
提成方式：销售额提成；
奖金补贴：交通补助、油电车不限，月3000公里，3000元报销。
薪资详情
薪资范围：10000-15000元/月
社保类型：五险
提成方式：销售额提成；
奖金补贴：交通补助",郑州·中原区,10-15K,Ai自习室城市经理,https://www.zhipin.com/job_detail/772400a46038e6c50nZ8396-EFRX.html?securityId=MV0PF6kIl2jHP-I1idd8HAfOphrhmTWXl14E8o32QLvOIUedKAXQO_UEiadYCitd0UJOiB1fM81B8OlMKy2v0g63Nh3v2HNdPCS2MRdpZV2Zbyu1IaQDh7KO3VaYjHZXgdOfektGL7OYYXgw7vXIzNK0w52wAZNKn2n65pIrkKcUIwQWx1MEQctBi2ty4J0oIsqtrdlQnr_v6yoSRud7O7G6ELeyrDFYyyUtjL5ZPbXEIFLeaNG4PdanljWCmEFUtpwnNNdHS6P9X3a9vbTuw-p3xAADM9EjlkcTh_wlfw~~&lid=1yCchXqTVeg,经验不限,大专,"区域: 中原区
商圈: 陇海西路
领域: 互联网
性质: D轮及以上
规模: 500-999人
技能标签: 销售经验 开城经验 软件推广经验 教育培训 企业 客户/渠道开发及运营 销售管理经验 市场营销相关学历 较多外勤 品牌招商 教育/培训产品推广经验 独立开拓市场能力 个人 对机构（To B）销售经验 较多出差
福利标签: 带薪年假 工龄奖 生日福利 餐补 员工旅游 五险一金 团建聚餐 节日福利 定期体检 年终奖
原始经验: 经验不限
原始学历: 大专",41-谭莎,谭莎,,,,
圆梦星河,"岗位职责
数据化拓客：通过企查查、行业协会名单、公开数据等渠道，自主筛选并建立高价值酒店客户数据库。
需求挖掘与转化：将业主经营焦虑转化为数字维度，精准识别酒店经营痛点，给酒店出具《AI经营诊断报告》，介绍公司AI数字化解决⽅案，推动合作意向达成。
数据反馈与优化：及时记录客户反馈及需求，协助优化AI销售话术与筛选模型，提升整体转化效率。
⾼效能执⾏：在高强度、快节奏的工作环境中保持稳定输出，完成阶段性业绩⽬标。
任职要求
强执行+结果导向： 具备极强的抗压能力与“野心”，能在高强度电销/地推节奏下持续产出大结果
工具化思维： 擅长利用数字化工具作业，快速筛选目标客户的能力，拒绝传统盲目扫街，追求“精准打击”。
年龄与活力：我们寻找的是“AI原住民”——对数字化工具无缝上手，具备极强的学习进取心和体能爆发力（优秀者可适当放宽）。
共情与翻译力： 具备良好的语言组织能力与客户共情能力，能快速建立信任感，能够快速洞悉业主痛点，并能将复杂的AI逻辑“翻译”成业主听得懂的收益账单。
•岗位福利
•系统化培训：产品知识+AI工具使用+销售技巧。
•智能工具支持：配备AI电销系统、客",郑州·金水区,5-10K,AI数字化酒店业务精英（BD）,https://www.zhipin.com/job_detail/2f08fb0c6fffe08a0nZ43tq5GFRS.html?securityId=-WMFRwEVFG7bn-Q1CmbDwfpUusiDymPGN7EieQJkapuDRjxiw-1uXY00BUF3iya0ZNBjOY9lyJL7meXL-ZUX-o3QUpR8yqtdn2RdodUwS5CzEo0Kt4sAE_xN25hMzNJAuoaEKdXh-gxePIxJP3obSspFRmpiq5Fdlc00JhEQpZQK5MYQohyzSPNMHwWEz_1fS5kOS6JzBp_kuho3FZW-CVqOZoL5ZcZ25hiUTEbjznxvQ40vkCXZncmIRb5gkn_XWffjaEUi9nlpVLY8glVFlhDuatfAyAhIUGvoGeqiAr_NC4GR&lid=1yCchXqTVeg,1-3年,大专,"区域: 金水区
商圈: 郑汴路
领域: 酒店/民宿
性质: 不需要融资
规模: 20-99人
福利标签: 底薪加提成 餐补 通讯补贴 带薪年假 交通补助 绩效奖金 五险一金 员工旅游 保底工资
原始经验: 1-3年
原始学历: 大专",41-谭莎,谭莎,,,,
SenseTime,"任职要求:
1. 3年以上一线销售工作经验及销售管理经验，有良好的市场开拓能力及判断能力，以及较强的组织管理能力；
2. 具备丰富的医疗行业相关产品及解决方案的销售经验，包括医疗信息化智能化项目、医疗器械设备、医药或医疗耗材等，熟悉医院信息化系统采购决策流程；
3. 本科以上学历，具备优秀的商业英语书面及口语沟通能力，有专业医学背景、粤语沟通能力优先，了解东南亚、中东、美国等地的国际化医疗AI市场及贸易模式优先；
4. 具备国内大型医疗信息化厂商、国内大型医疗AI厂商、外资医疗器械企业工作经历优先；
5. 直销资源丰富，具备区域内二、三级医院信息科及业务科室的客户和专家资源，能够快速建立区域示范窗口。
6. 具备区域内医院信息化、大型设备渠道资源，有渠道管理经验，学习能力强，承压能力强，适应频繁出差。
7. 具备良好的语言表达能力、市场开拓和洞察能力、团队协作及学习能力和良好的价值观。
曹文静2月内活跃
 SenseTime·招聘者",郑州·二七区,15-30K,医疗AI销售经理-河南,https://www.zhipin.com/job_detail/6faab0167e5dc9f60nV43Nm6FlVT.html?securityId=IxkoZp7XkXbqy-Z1IPeOOy67vecfHkavSegBtIOCGPMlHrZ5DTNLTNi3eqlL6ojMy0ozEnYNfDSg1j7rU2EfYXoUoKV60_KY4GuSsSG1dKCgwN7_zPV91u_ImmNmi8A2zHg7iVXr21oR9NSzcquU0WxOxhd5dyX4_e0ao2Tehqze1h-0D5i2lPAGtBifJZg7kc2bP91fvzROTsp1WqYlepU7DzQBZ5U5lIZVbNi95gbd1QlQ3t7DcLzpORUUqt-2RuOHgU4isYEDjtfGeC6ztHxC3VDv_y9CN_qkb9gu-dUf&lid=1yCchXqTVeg,3-5年,本科,"区域: 二七区
商圈: 火车站
领域: 计算机软件
性质: 已上市
规模: 1000-9999人
技能标签: 对企业/机构（To B）销售经验 影像 企业（To B） 病理
福利标签: 股票期权 零食下午茶 五险一金 餐补 年终奖 带薪年假 住房补贴 通讯补贴 交通补助 补充医疗保险 包吃 加班补助 定期体检 节日福利
原始经验: 3-5年
原始学历: 本科",41-谭莎,谭莎,,,,
某中型煤炭智能化控制系统公司,"B端产品
""岗位概要：重点B端产品竞品分析、需求分析、设计迭代工作；深入了解公司业务各领域的需求，制定系统优化与调整方案，监督产品进度，确保产品的安全、稳定及高效按时交付。
1.重点B端产品竞品分析、需求分析、设计迭代工作；
2.负责产品的成本、质量、进度、范围、风险、干系人等管理工作；
3.深入了解公司业务各领域的需求，制定系统优化与调整方案，监督产品进度，确保产品的安全、稳定及高效按时交付；
4.指导团队成员高效沟通、协作，充分激发团队的潜能；
5.制定产品宣传、推广、品牌打造工作，确保产品发挥最大价值；
6.负责产品关键技术研究、选型工作，保证产品能够满足需求，为用户提供最好的体验。""        ""1.本科及以上学历，具备5年以上大型系统软件（工业互联网、大数据、云平台、SCADA、MES、SaaS、SCM等）产品管理、需求分析、架构设计经验；
2.熟悉工业互联网、大数据、云平台等产品的体系架构与技术生态；
3.熟悉产品管理工作流程，方法论，具有原型设计能力；
4.具有良好的沟通能力、协调能力、写作能力、宣讲能力和团队协作精神；",郑州,17-26K,产品经理（AI方向）,https://www.zhipin.com/job_detail/8aaadfccd1cc058f03J839y5GVVS.html?securityId=8gHZjyvOYnbYR-p12RRQy-R6gptFcfzl4XQNnX8EDbJnfwz77mCuBJxSmGLlvw5Z5H1ZStz2PFqaVPkCpfDYgdnnVoEV9PVCVI33XG18N3aHZUtEBNSs-EjlXd5LVVN2icBDr3_1ORb6wrdmpHzMRWMWkf5zrcbTG0Zw0phRzDaujQMRJxhdgPLK7IVEr8jmKtQ5j-2idRtuBchsOGzfkp7oDP-mqaYcDti8Pgz2dAi3xQI9wrvDdLDHMTf-Bk1CN9H-TiyL7DJ3UK5MkSeY6R729-f91LUygzF3Jlg7dZBLf_w~&lid=1yCchXqTVeg,5-10年,本科,"领域: 专用设备
性质: 不需要融资
规模: 500-999人
技能标签: B端产品
福利标签: 生日福利 定期体检 五险一金 节日福利 免费工装
原始经验: 5-10年
原始学历: 本科",41-谭莎,谭莎,,,,
杭州某大型计算机软件公司,"岗位职责：
1、负boss责垂直行业AIGC应用场景落地，完成需求调研分析、技术可行性评估、落地规划设计与闭环；
2、输出AIGC应用场景的规划设计⽅案（如技术路径的PDR⽂档，设计可⼯程化原型等）；
3、协同相关周边团队（项目经理、技术开发）制定里程碑，推动版本迭代与效果验收；
4、基于⽤户反馈与技术指标持续优化AIGC应用的体验。
任职要求
1、至少3年以上的 B端产品或场景方案设计经验，有技术开发背景，主导过AI项目落地；
2、深入理解RAG架构、多智能体、工作流编排、NL2SQL、意识识别等技术原理，熟悉国内外主流大模型能力，可快速识别AI场景的数据需求，具备评估客户需求和规划方案的技术可行性；
3、精通业务需求分析、场景方案规划，以及定义相关业务技术指标（如意图识别召回率）；
4、熟练使用Axure/XMind输出技术原型，了解Java/python/数据等技术逻辑（无需编码）；
5、持续关注AIGC应用工程化技术演进、有政府/大型央国企等行业AI应用场景实践经验者优先。
认证资质
人力资源服务许可证
资质说明
人力资源服务许可证
人力资源服务许可证是由国家人力资源与社会保障",郑州,35-55K·16薪,AI大模型应用架构师,https://www.zhipin.com/job_detail/1b1db9793220f8be0nV52di7GFdT.html?securityId=I5Bx7aTqUkvW3-61fwPVsAxdzzM01eiZ5AHKhqXyOar9qdZxqfb6NylFUEsNrnjt-Y0sLnSexPALYQLNATDsY9CFXPko6pnZAFRjccCcM2Mjg3wctvYQtw0A70S1n5ap57ySl7n4HomsBW5YVpp6L7apDGDrLfjL8Y9zAboBRTLYDLm9nAsSCUpsHQRA2EiP5AUDu5dzJMixwXAI1L_SgQjY7UBpJ05HkzMhoOqHEIXx9M0IlghHq8TfMd9MMFaLElAUm9Y4XkSJk438xsa2uKHmydbaDTIiGvx3G9jO4aSUxw~~&lid=1yCchXqTVeg,经验不限,本科,"领域: 计算机软件
性质: 不需要融资
规模: 10000人以上
福利标签: 有无线网 年终奖 餐补 加班补助 五险一金 通讯补贴 团建聚餐 补充医疗保险 带薪年假 节日福利 交通补助 零食下午茶 免费班车 定期体检 员工旅游
原始经验: 经验不限
原始学历: 本科",41-谭莎,谭莎,,,,
胜行科技,"岗位职责：
1. 负责AI技术体系的整体规划，包括技术选型、架构设计、路线图制定及资源优先级分配；
2. 统筹跨部门技术协作，推动AI项目从方案落地到系统上线的全流程管控，确保交付效率与技术质量；
3. 持续监控技术架构稳定性与性能表现，收集业务端技术需求，制定并落地技术优化与迭代方案；
4. 与产品、业务团队深度协同，将业务目标转化为技术方案，确保技术实现匹配产品规划与商业价值；
5. 跟踪AI领域前沿技术（如大模型应用、自动化运维等）与行业实践，探索技术创新场景，为公司技术战略提供支撑。
任职要求：
1. 对企业IT架构、云计算、网络安全等核心技术有深刻理解，具备敏锐的技术趋势判断力和业务需求转化能力；
2. 优秀的IT项目管理与资源统筹能力，能制定清晰项目计划，高效协调跨部门资源，保障项目按时按质落地；
3. 强大的跨部门沟通与协作能力，能精准传递IT方案价值，倾听业务诉求，获得各部门对IT工作的支持与配合；
4. 强烈的责任意识和高效执行力，能应对复杂IT系统运维与突发故障，在快节奏业务环境中保障IT体系稳定运行；
5. 有企业IT管理经验优先、熟悉上市公司IT合规要求者优先，",郑州·中原区,10-15K,ai产品经理,https://www.zhipin.com/job_detail/4918600c0f693a9e031629m8GFBY.html?securityId=L1e2U9G4d4wMU-v1DKZ50p0OMfAQwljEhVfmJwMBxTsd3O27tN33iyehUBSZj5Kmqv2Qeog9pspKLcFxGFp0xyjiO3GICQ6-lfRofIRABdb00gWNkKr_tFqZT9MhkneeVl2TQupsxsuLydrZ445dhp8Xo01HHUWYGPXcg_VZ1DfokF7sFIFpm5XekYLBi09DTvig6FjINeF8E9C4s28A85gV4-gOMAia3e3xSfXK1S-1NyzEXkOtkLz2FntUlCzS57UeYyIfR-vrhFfS1_73iXlz57faDtSHIB5xbMF-UDHzCP4h&lid=1yCchXqTVeg,1-3年,硕士,"区域: 中原区
商圈: 高新区
领域: 互联网
性质: 未融资
规模: 100-499人
技能标签: 产品经理 AI
福利标签: 节日福利 加班补助 年终奖
原始经验: 1-3年
原始学历: 硕士",41-谭莎,谭莎,,,,
海致星图,"岗位职责
1.统筹大模型相关项目（含AI智能体、Prompt解决方案）全生命周期管理，把控⽴项、计划、进度、质量及风险，确保项⽬按时交付。
2.对接内外部相关⽅，深入理解能源电力⾏业需求，结合大模型能力，牵头制定项目实施策略及落地路径。
3.带领实施顾问等团队，推进Prompt开发优化及AI智能体落落地，协调解决实施中的重难点问题。
4.负责项目团队日常管理、分工及能力培养，搭建高效协作氛围，确保团队目标达成。
5.参与AI产品需求分析与战略规划，沉淀行业落地经验，推动产品及技术迭代。
6.跟踪大模型技术进展，探索新技术落地应用，提升项目效率及输出质量。
7.配合完成项目复盘、验收及成果沉淀，维护业务方合作关系，推动项目拓展。
任职要求
1.计算机、人工智能、项目管理、软件工程等相关专业，本科及以上学历，持有PMP、软考等项目管理相关证书者优先。
2.具备3年及以上人工智能相关项目管理经验，有大模型、AI智能体或Prompt相关项目统筹经验者优先，熟悉实施交付、数据开发、数据治理等相关流程，了解大模型技术原理及落地逻辑。
3.熟悉能源电力行业业务场景，能深入理解行业痛点，结合大模型能力",郑州·二七区,10-13K,电网项目经理（AI方向）,https://www.zhipin.com/job_detail/9f1d74f263f846180nV-29W4E1JV.html?securityId=Dq-2gz-yM3-Y6-r1gE6crIaxOCNW5rU1Y1PZCGtbCrGgcxCc0yRLEmPApvZO0qzF2I5s4AkDDuwsug2MTWDlhmdDS2x1Lr_bjNMsMLH9tr1CzChqrSHmxSrQk2JWlGx0mcTPDqjpeeuqWxm080inPea9ni-JuHWAkHsbNWDxWQrz_D6gWL8ovz70IUSzi1iyDjjp9zfR3uVdrdyR3Ytqx1c7B37h7h-Yt8Cepa0QHLqVYuMmeuLb9pv5sfAM75gPNYxCZg9BO9k5yZkWaEnE1nPCX8yWTlmKWJ25RHz4gR3jYSU~&lid=1yCchXqTVeg,3-5年,大专,"区域: 二七区
商圈: 京广路
领域: 计算机软件
性质: D轮及以上
规模: 500-999人
技能标签: 智能体 实施交付经验 团队管理经验 PMP 能源行业 国家电网 数据治理 企业内部技术项目管理 大模型 计算机相关专业
福利标签: 股票期权 节日福利 五险一金 团建聚餐 奋斗奖 法定节假日三薪 通讯补贴 零食下午茶 绩效奖金 员工旅游 加班补助 交通补助 年终奖 带薪年假 定期体检 午休时间 节假日加班费
原始经验: 3-5年
原始学历: 大专",41-谭莎,谭莎,,,,
深圳伊赛尔科技,"岗位职责
1. 负责跨境电商相关AI产品（平台/工具）的规划与设计，聚焦欧美海外目标市场，深入调研当地用户需求、市场趋势及竞品动态，结合AI技术（⼤模型、⾃动化算法等），设计并持续优化产品核⼼功能，重点覆盖自动化运营场景，包括但不限于库存管理、PPC广告智能优化、Listing多语种⾃动生成、客户数据洞察等，提升产品核心竞争力。
2. 建立完善的用户反馈收集机制，持续跟踪海外用户（运营、卖家）使用场景与痛点，分析用户行为数据，输出产品迭代方案，推动产品功能优化、体验升级，确保产品贴合市场需求与业务增长目标。
3. 协调市场、销售、技术、运营等多部门资源，牵头推进产品从概念、需求定义、PRD撰写、研发落地到上线运营的全流程，把控项目进度与质量，解决跨部门协作中的问题，确保产品高效落地、按期交付。
4. 结合AI技术发展趋势（如大模型应用、自动化工具迭代）与跨境电商行业痛点，挖掘产品创新机会，输出AI赋能跨境运营的产品策略，助力运营效率提升、成本降低。
5. 负责产品上线后的效果复盘，跟踪核心数据指标（如用户使用率、功能转化率、运营提效比例），持续迭代优化产品，形成产品迭代闭环。
任职要求",郑州·金水区,11-20K,ai产品经理,https://www.zhipin.com/job_detail/9d924a8823ad83570nZ92d69E1pZ.html?securityId=3kw8hOfLG2CCY-Q1wRPY5guWWlSRdc-B2K0Lih6iGpKF0vDgKzu0YeyoYgyIG2D0k6bgqxwco6DQ7HOU-zaZ-c9F06o6S-mkqmS9bZxihae4pzKDrxxPp5q4iRiQNcvWsBK16QMxgX7o5Sxr8qPbiO73AUSjQm4Xaf0oHffSW_HDqY_LnQGDaMwvNql3VkhPofS4jsMxJSjYlEJF8ohMwyvOveG2Io1K1g8VZT8RFI2ArzAPCGb1Y3vbrOSIqFlzaWJD5_O1HYnVcmIQjXq0iqX8lAg39CEce0HSWXVyYJ9MIIQ~&lid=1yCchXqTVeg,3-5年,本科,"区域: 金水区
商圈: 文化路
领域: 进出口贸易
性质: 未融资
规模: 100-499人
技能标签: 机器学习类AI
福利标签: 零食下午茶 带薪年假 全勤奖 年终奖 法定节假日三薪 节假日加班费 五险一金 有无线网 加班补助 员工旅游 通讯补贴 定期体检 股票期权 节日福利 团建聚餐
原始经验: 3-5年
原始学历: 本科",41-谭莎,谭莎,,,,
